species	chr	repeat_density	midpos	assigned_merian	genome_size	prop_midpos	plot_colour
Aphantopus_hyperantus	LR761656.1	40.733	11.25	M14,M29	408.137179	2.75642616719316	M14
Aphantopus_hyperantus	LR761656.1	49.043	0.65	M14,M29	408.137179	0.159260178548938	M29
Aphantopus_hyperantus	LR761656.1	44.348	0.15	M14,M29	408.137179	0.0367523488959088	M29
Aphantopus_hyperantus	LR761656.1	30.203	7.85	M14,M29	408.137179	1.92337292555256	M14
Aphantopus_hyperantus	LR761656.1	34.346	8.05	M14,M29	408.137179	1.97237605741377	M14
Aphantopus_hyperantus	LR761656.1	52.954	0.55	M14,M29	408.137179	0.134758612618332	M29
Aphantopus_hyperantus	LR761656.1	44.681	7.55	M14,M29	408.137179	1.84986822776074	M14
Aphantopus_hyperantus	LR761656.1	30.48	11.65	M14,M29	408.137179	2.85443243091559	M14
Aphantopus_hyperantus	LR761656.1	44.087	4.95	M14,M29	408.137179	1.21282751356499	M14
Aphantopus_hyperantus	LR761656.1	42.537	11.55	M14,M29	408.137179	2.82993086498498	M14
Aphantopus_hyperantus	LR761656.1	38.931	8.25	M14,M29	408.137179	2.02137918927499	M14
Aphantopus_hyperantus	LR761656.1	36.695	0.05	M14,M29	408.137179	0.0122507829653029	M29
Aphantopus_hyperantus	LR761656.1	51.094	12.85	M14,M29	408.137179	3.14845122208286	M14
Aphantopus_hyperantus	LR761656.1	39.544	8.55	M14,M29	408.137179	2.0948838870668	M14
Aphantopus_hyperantus	LR761656.1	48.53	11.35	M14,M29	408.137179	2.78092773312377	M14
Aphantopus_hyperantus	LR761656.1	47.552	11.45	M14,M29	408.137179	2.80542929905437	M14
Aphantopus_hyperantus	LR761656.1	49.72	7.65	M14,M29	408.137179	1.87436979369135	M14
Aphantopus_hyperantus	LR761656.1	29.252	12.15	M14,M29	408.137179	2.97694026056862	M14
Aphantopus_hyperantus	LR761656.1	36.535	11.85	M14,M29	408.137179	2.9034355627768	M14
Aphantopus_hyperantus	LR761656.1	43.315	3.55	M14,M29	408.137179	0.869805590536509	M29
Aphantopus_hyperantus	LR761656.1	45.338	1.45	M14,M29	408.137179	0.355272705993785	M29
Aphantopus_hyperantus	LR761656.1	48.368	1.25	M14,M29	408.137179	0.306269574132574	M29
Aphantopus_hyperantus	LR761656.1	40.284	4.45	M14,M29	408.137179	1.09031968391196	M29
Aphantopus_hyperantus	LR761656.1	42.35	8.45	M14,M29	408.137179	2.0703823211362	M14
Aphantopus_hyperantus	LR761656.1	53.767	0.75	M14,M29	408.137179	0.183761744479544	M29
Aphantopus_hyperantus	LR761656.1	48.829	0.45	M14,M29	408.137179	0.110257046687727	M29
Aphantopus_hyperantus	LR761656.1	42.818	13.05	M14,M29	408.137179	3.19745435394407	M14
Aphantopus_hyperantus	LR761656.1	37.827	12.55	M14,M29	408.137179	3.07494652429104	M14
Aphantopus_hyperantus	LR761656.1	27.159	11.95	M14,M29	408.137179	2.9279371287074	M14
Aphantopus_hyperantus	LR761656.1	45.564	12.35	M14,M29	408.137179	3.02594339242983	M14
Aphantopus_hyperantus	LR761656.1	46.19	7.35	M14,M29	408.137179	1.80086509589953	M14
Aphantopus_hyperantus	LR761656.1	45.196	8.65	M14,M29	408.137179	2.11938545299741	M14
Aphantopus_hyperantus	LR761656.1	33.361	11.75	M14,M29	408.137179	2.87893399684619	M14
Aphantopus_hyperantus	LR761656.1	55.559	1.35	M14,M29	408.137179	0.33077114006318	M29
Aphantopus_hyperantus	LR761656.1	36.436	4.25	M14,M29	408.137179	1.04131655205075	M29
Aphantopus_hyperantus	LR761656.1	34.96	9.85	M14,M29	408.137179	2.41340424416468	M14
Aphantopus_hyperantus	LR761656.1	37.03	5.05	M14,M29	408.137179	1.2373290794956	M14
Aphantopus_hyperantus	LR761656.1	57.049	1.55	M14,M29	408.137179	0.379774271924391	M29
Aphantopus_hyperantus	LR761656.1	53.489	12.65	M14,M29	408.137179	3.09944809022165	M14
Aphantopus_hyperantus	LR761656.1	53.942	12.75	M14,M29	408.137179	3.12394965615225	M14
Aphantopus_hyperantus	LR761656.1	27.497	12.05	M14,M29	408.137179	2.95243869463801	M14
Aphantopus_hyperantus	LR761656.1	43.529	7.95	M14,M29	408.137179	1.94787449148317	M14
Aphantopus_hyperantus	LR761656.1	34.451	6.45	M14,M29	408.137179	1.58035100252408	M14
Aphantopus_hyperantus	LR761656.1	38.458	6.35	M14,M29	408.137179	1.55584943659347	M14
Aphantopus_hyperantus	LR761656.1	45.006	12.25	M14,M29	408.137179	3.00144182649922	M14
Aphantopus_hyperantus	LR761656.1	33.753	8.85	M14,M29	408.137179	2.16838858485862	M14
Aphantopus_hyperantus	LR761656.1	44.232	4.35	M14,M29	408.137179	1.06581811798136	M29
Aphantopus_hyperantus	LR761656.1	34.983	9.95	M14,M29	408.137179	2.43790581009529	M14
Aphantopus_hyperantus	LR761656.1	30.757	9.65	M14,M29	408.137179	2.36440111230347	M14
Aphantopus_hyperantus	LR761656.1	53.142	1.95	M14,M29	408.137179	0.477780535646815	M29
Aphantopus_hyperantus	LR761656.1	49.461	4.55	M14,M29	408.137179	1.11482124984257	M29
Aphantopus_hyperantus	LR761656.1	34.749	3.65	M14,M29	408.137179	0.894307156467115	M29
Aphantopus_hyperantus	LR761656.1	38.017	12.45	M14,M29	408.137179	3.05044495836043	M14
Aphantopus_hyperantus	LR761656.1	40.747	7.45	M14,M29	408.137179	1.82536666183014	M14
Aphantopus_hyperantus	LR761656.1	46.862	0.35	M14,M29	408.137179	0.0857554807571206	M29
Aphantopus_hyperantus	LR761656.1	34.636	4.15	M14,M29	408.137179	1.01681498612014	M29
Aphantopus_hyperantus	LR761656.1	49.966	7.25	M14,M29	408.137179	1.77636352996893	M14
Aphantopus_hyperantus	LR761656.1	48.33	8.95	M14,M29	408.137179	2.19289015078923	M14
Aphantopus_hyperantus	LR761656.1	34.931	4.75	M14,M29	408.137179	1.16382438170378	M29
Aphantopus_hyperantus	LR761656.1	43.57	10.25	M14,M29	408.137179	2.5114105078871	M14
Aphantopus_hyperantus	LR761656.1	35.308	10.15	M14,M29	408.137179	2.4869089419565	M14
Aphantopus_hyperantus	LR761656.1	44.829	10.05	M14,M29	408.137179	2.46240737602589	M14
Aphantopus_hyperantus	LR761656.1	52.548	1.85	M14,M29	408.137179	0.453278969716209	M29
Aphantopus_hyperantus	LR761656.1	35.812	10.95	M14,M29	408.137179	2.68292146940135	M14
Aphantopus_hyperantus	LR761656.1	50.942	1.05	M14,M29	408.137179	0.257266442271362	M29
Aphantopus_hyperantus	LR761656.1	38.611	8.35	M14,M29	408.137179	2.04588075520559	M14
Aphantopus_hyperantus	LR761656.1	40.048	12.95	M14,M29	408.137179	3.17295278801346	M14
Aphantopus_hyperantus	LR761656.1	41.672	7.75	M14,M29	408.137179	1.89887135962196	M14
Aphantopus_hyperantus	LR761656.1	40.455	11.15	M14,M29	408.137179	2.73192460126256	M14
Aphantopus_hyperantus	LR761656.1	38.955	8.15	M14,M29	408.137179	1.99687762334438	M14
Aphantopus_hyperantus	LR761656.1	47.973	0.25	M14,M29	408.137179	0.0612539148265147	M29
Aphantopus_hyperantus	LR761656.1	52.199	10.65	M14,M29	408.137179	2.60941677160953	M14
Aphantopus_hyperantus	LR761656.1	38.078	4.05	M14,M29	408.137179	0.992313420189539	M29
Aphantopus_hyperantus	LR761656.1	36.778	9.25	M14,M29	408.137179	2.26639484858105	M14
Aphantopus_hyperantus	LR761656.1	39.228	9.55	M14,M29	408.137179	2.33989954637286	M14
Aphantopus_hyperantus	LR761656.1	43.767	2.45	M14,M29	408.137179	0.600288365299845	M29
Aphantopus_hyperantus	LR761656.1	32.51	10.35	M14,M29	408.137179	2.53591207381771	M14
Aphantopus_hyperantus	LR761656.1	55.383	2.75	M14,M29	408.137179	0.673793063091662	M29
Aphantopus_hyperantus	LR761656.1	42.753	4.65	M14,M29	408.137179	1.13932281577317	M29
Aphantopus_hyperantus	LR761656.1	56.862	0.95	M14,M29	408.137179	0.232764876340756	M29
Aphantopus_hyperantus	LR761656.1	32.233	7.05	M14,M29	408.137179	1.72736039810772	M14
Aphantopus_hyperantus	LR761656.1	37.869	8.75	M14,M29	408.137179	2.14388701892802	M14
Aphantopus_hyperantus	LR761656.1	57.858	15.55	M14,M29	408.137179	3.80999350220922	M14
Aphantopus_hyperantus	LR761656.1	44.174	6.75	M14,M29	408.137179	1.6538557003159	M14
Aphantopus_hyperantus	LR761656.1	32.829	4.85	M14,M29	408.137179	1.18832594763439	M29
Aphantopus_hyperantus	LR761656.1	49.14	6.85	M14,M29	408.137179	1.6783572662465	M14
Aphantopus_hyperantus	LR761656.1	46.679	9.45	M14,M29	408.137179	2.31539798044226	M14
Aphantopus_hyperantus	LR761656.1	42.496	9.35	M14,M29	408.137179	2.29089641451165	M14
Aphantopus_hyperantus	LR761656.1	45.524	9.15	M14,M29	408.137179	2.24189328265044	M14
Aphantopus_hyperantus	LR761656.1	56.514	2.05	M14,M29	408.137179	0.502282101577421	M29
Aphantopus_hyperantus	LR761656.1	34.62	9.75	M14,M29	408.137179	2.38890267823407	M14
Aphantopus_hyperantus	LR761656.1	41.064	10.85	M14,M29	408.137179	2.65841990347074	M14
Aphantopus_hyperantus	LR761656.1	40.123	13.75	M14,M29	408.137179	3.36896531545831	M14
Aphantopus_hyperantus	LR761656.1	50.959	11.05	M14,M29	408.137179	2.70742303533195	M14
Aphantopus_hyperantus	LR761656.1	48.201	3.35	M14,M29	408.137179	0.820802458675298	M29
Aphantopus_hyperantus	LR761656.1	54.98	0.85	M14,M29	408.137179	0.20826331041015	M29
Aphantopus_hyperantus	LR761656.1	42.741	3.95	M14,M29	408.137179	0.967811854258933	M29
Aphantopus_hyperantus	LR761656.1	43.508	3.85	M14,M29	408.137179	0.943310288328327	M29
Aphantopus_hyperantus	LR761656.1	47.622	3.25	M14,M29	408.137179	0.796300892744692	M29
Aphantopus_hyperantus	LR761656.1	38.604	6.55	M14,M29	408.137179	1.60485256845469	M14
