Abrostola_tripartita	HG996487.1	0	15977123	0.1816602
Abrostola_tripartita	HG996488.1	0	15594788	0.1918757
Abrostola_tripartita	HG996489.1	0	15219557	0.2018643
Abrostola_tripartita	HG996490.1	0	15131561	0.2463724
Abrostola_tripartita	HG996491.1	0	14910009	0.1675251
Abrostola_tripartita	HG996492.1	0	14736686	0.1829372
Abrostola_tripartita	HG996493.1	0	14469984	0.1886786
Abrostola_tripartita	HG996494.1	0	14446605	0.1911266
Abrostola_tripartita	HG996495.1	0	14043133	0.2037078
Abrostola_tripartita	HG996496.1	0	13836499	0.1899132
Abrostola_tripartita	HG996497.1	0	13706535	0.2130846
Abrostola_tripartita	HG996498.1	0	13645312	0.1876658
Abrostola_tripartita	HG996499.1	0	13100634	0.2022610
Abrostola_tripartita	HG996500.1	0	12992795	0.1947180
Abrostola_tripartita	HG996501.1	0	12516496	0.1939001
Abrostola_tripartita	HG996502.1	0	12516267	0.1911993
Abrostola_tripartita	HG996503.1	0	12433443	0.2139159
Abrostola_tripartita	HG996504.1	0	12027251	0.2383995
Abrostola_tripartita	HG996505.1	0	11909816	0.2070615
Abrostola_tripartita	HG996506.1	0	11642237	0.2245519
Abrostola_tripartita	HG996507.1	0	11290875	0.2441144
Abrostola_tripartita	HG996508.1	0	10011747	0.2679156
Abrostola_tripartita	HG996509.1	0	9935788	0.2708752
Abrostola_tripartita	HG996510.1	0	9426897	0.2767383
Abrostola_tripartita	HG996511.1	0	8916110	0.2200682
Abrostola_tripartita	HG996512.1	0	8516098	0.2879361
Abrostola_tripartita	HG996513.1	0	7373464	0.4637655
Abrostola_tripartita	HG996514.1	0	7236565	0.3543354
Abrostola_tripartita	HG996515.1	0	6575396	0.4306702
Abrostola_tripartita	HG996516.1	0	5908409	0.4302515
Abrostola_tripartita	HG996486.1	0	20963991	0.2476081
Abrostola_tripartita	CAJPHX010000001.1	0	30084	0.2325821
Abrostola_tripartita	HG996517.1	0	15302	0.0000000
Abrostola_tripartita	HG996489.1	0	6489206	0.1613543
Abrostola_tripartita	HG996489.1	6489206	15219557	0.2319751
Acentria_ephemerella	OW971875.1	0	15197173	0.1452840
Acentria_ephemerella	OW971876.1	0	15092206	0.1309558
Acentria_ephemerella	OW971877.1	0	14446927	0.1455249
Acentria_ephemerella	OW971878.1	0	14255356	0.1316870
Acentria_ephemerella	OW971879.1	0	13839720	0.1336497
Acentria_ephemerella	OW971880.1	0	13819000	0.1288948
Acentria_ephemerella	OW971881.1	0	13205149	0.1389254
Acentria_ephemerella	OW971882.1	0	13101039	0.1393199
Acentria_ephemerella	OW971883.1	0	12483086	0.1273114
Acentria_ephemerella	OW971884.1	0	12451729	0.1387502
Acentria_ephemerella	OW971885.1	0	12407316	0.1504458
Acentria_ephemerella	OW971886.1	0	12251206	0.1523375
Acentria_ephemerella	OW971887.1	0	12244436	0.1416468
Acentria_ephemerella	OW971888.1	0	12021583	0.1422922
Acentria_ephemerella	OW971889.1	0	11513487	0.1489061
Acentria_ephemerella	OW971890.1	0	11488893	0.1372856
Acentria_ephemerella	OW971891.1	0	11404000	0.1362966
Acentria_ephemerella	OW971892.1	0	11139405	0.1499465
Acentria_ephemerella	OW971893.1	0	10087701	0.1420832
Acentria_ephemerella	OW971894.1	0	9602180	0.1547875
Acentria_ephemerella	OW971895.1	0	9565203	0.1556730
Acentria_ephemerella	OW971896.1	0	8436295	0.1694276
Acentria_ephemerella	OW971897.1	0	8187598	0.1810095
Acentria_ephemerella	OW971898.1	0	8137301	0.1831869
Acentria_ephemerella	OW971899.1	0	7870291	0.1571105
Acentria_ephemerella	OW971900.1	0	7409785	0.1910394
Acentria_ephemerella	OW971901.1	0	7051948	0.3458332
Acentria_ephemerella	CALPDK010000001.1	0	83203	0.9883658
Acentria_ephemerella	OW971902.1	0	5738003	0.3384360
Acentria_ephemerella	OW971903.1	0	5378858	0.2569120
Acentria_ephemerella	OW971904.1	0	5364398	0.3248502
Acentria_ephemerella	OW971874.1	0	15308483	0.1282661
Acentria_ephemerella	CALPDK010000002.1	0	57458	0.8872916
Acentria_ephemerella	CALPDK010000003.1	0	79000	0.9638481
Acentria_ephemerella	CALPDK010000004.1	0	58000	0.9494483
Acentria_ephemerella	OW971905.1	0	15350	0.0000000
Acentria_ephemerella	OW971877.1	0	6251731	0.1321495
Acentria_ephemerella	OW971877.1	6251731	14446927	0.1557284
Acleris_emargana	OV656836.1	0	27915350	0.4765030
